sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
"UBB CORAL CALCIUM PLUS",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"60 viên nang,-  Calcium (từ san hô)  ……  185 mg.,-  Magnesium              ……    28 mg.,-  Vitamin D                ……   200 IU., ,- Bổ sung canxi, magiê và vitamin D cần thiết cho cơ thể, giúp cho xương phát triển vững chắc và khỏe mạnh.,- Giúp phòng ngừa loãng xương ở người lớn tuổi.,-  Người lớn: 02 viên mỗi ngày sau bữa ăn.,- Trẻ em trên 12 tuổi: 01 viên mỗi ngày sau bữa ăn.",,,,0,,,UBB,,"Thuốc ngừa thai NicPostinew ","UBB CORAL CALCIUM PLUS","UBB CORAL CALCIUM PLUS",,20000.0000,"Use config","Use config","UBB CORAL CALCIUM PLUS",,,"Product Info Column",,234000.0000,0,"UBB CORAL CALCIUM PLUS bổ sung canxi, magiê và vitamin D cần thiết cho cơ thể, giúp cho xương phát triển vững chắc và khỏe mạnh.,
",,,,,,1,0,,,"2016-04-24 16:34:03",ubb-coral-calcium-plus,ubb-coral-calcium-plus.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,187200.0000,,,,,
"SWANSON BILBERRY EYEBRIGHT",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,," - Bổ sung dưỡng chất cho mắt, tăng cường khả năng nhìn.,- Giúp giảm quá trình lão hóa mắt, giảm đục thủy tinh thể, chống mỏi mắt., ,Uống mỗi lần 1 viên, ngày uống 3 lần với nước.,+ Người cao tuổi hoặc người bị các bệnh lý về mắt.,+ Người sử dụng máy tính hoặc phải tập trung cao độ,+ Trẻ em đọc sách nhiều gây các bệnh lý về mắt như: mỏi mắt, nhức mắt, …..",,,,0,,,Swanson,,"Thuốc ngừa thai NicPostinew ","SWANSON BILBERRY EYEBRIGHT","SWANSON BILBERRY EYEBRIGHT",,20000.0000,"Use config","Use config","SWANSON BILBERRY EYEBRIGHT",,,"Product Info Column",,580000.0000,0,"SWANSON BILBERRY EYEBRIGHT bổ sung dưỡng chất cho mắt, tăng cường khả năng nhìn, giúp giảm quá trình lão hóa mắt, giảm đục thủy tinh thể, chống mỏi mắt.",,,,,,1,0,,,"2016-04-24 16:34:03",swanson-bilberry-eyebright,swanson-bilberry-eyebright.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,464000.0000,,,,,
Bibula,,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,Bibula,,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ",Bibula,Bibula,,20000.0000,"Use config","Use config",Bibula,,,"Product Info Column",,150000.0000,0,Bibula,,,,,,1,0,,,"2016-04-24 16:34:03",bibula,bibula.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,120000.0000,,,,,
"HOMTAMIN GINSENG",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,," bổ sung sinh tố và muối khoáng trong những trường hợp sau: thể chất yếu, chán ăn, loạn dưỡng, gầy mòn, mệt mỏi, stress, phụ nữ có thai, bà mẹ cho con bú, trẻ đang tuổi lớn.,Viên nang mềm màu sô cô la. 5 Viên nang mềm/ vỉ x 6 vỉ/ túi nhôm x 2 túi nhôm/ hộp.,1. Bổ sung sinh tố và muối khoáng trong những trường hợp sau: thể chất yếu, chán ăn, loạn dưỡng, gầy mòn, mệt mỏi, stress, phụ nữ có thai, bà mẹ cho con bú, trẻ đang tuổi lớn.,2. Là thuốc bổ và giảm mệt mỏi trong các trường hợp suy giảm thể chất khi đang bị bệnh hoặc trong giai đoạn hồi phục.,Liều thông thường cho người lớn là 1 viên nang mềm cho mỗi ngày.,Dùng hơn 5000 đơn vị quốc tế Vitamin A (retinol) mỗi ngày có khả năng sinh quái thai, do đó không được dùng vitamin A vượt quá 5000 đơn vị quốc tế ở phụ nữ trong 3 tháng đầu của thai kỳ hoặc phụ nữ có khả năng mang thai (ngoại trừ bệnh nhân thiếu vitamin A),Hỏi ý kiến bác sĩ hoặc dược sĩ trong những trường hợp sau trước khi dùng HOMTAMIN - GINSENG:,- Trẻ em dưới 4 tuổi.,- Bệnh nhân đang điều trị liệu pháp đặc biệt.,- Phụ nữ có thai.,Trong những trường hợp buồn nôn, nôn mửa, tiêu chảy, ngứa gây ra do cùng Homtamin-G , nên ngưng dùng thuốc và hỏi ý kiến bác sĩ hay dược sĩ.,Trong những trường hợp khó chịu ở da dày, táo bón, nổi ban, đỏ da gây ra do dùng Homtamin-G, nên ngưng dùng thuốc và hỏi ý kiến bác sĩ hay dược sĩ.,Có thê gặp đa kinh hoặc kinh nguyệt khi dùng Homtamin-G. Nếu tình trạng káo dài, hỏi ý kiến bác sĩ hay dược sĩ.,Thông báo cho bác sĩ những tác dụng không mong muốn gặp phải khi sử dụng thuốc.,Dùng đúng liều lượng và cách dùng đã miêu tả.,Ở trẻ em, uống thuốc dưới sự giám sát và theo dõi của người lớn.,Bởi vì Vitamin A cũng được cung cấp trong những thức ăn hàng ngày, không nên dùng quá 5000 đơn vị quốc tế mỗi ngày.,Lưu ý khác:,Nếu thấy hiệu quả kém sau 1 tháng sử dụng, thảo luận vấn đề với bác sĩ hay dược sĩ.,Lưu ý về bảo quản và vận chuyển:,- Giữ ngoài tầm tay trẻ em.,- Để nơi khô mát, tránh ánh sáng trực tiếp.,- Không nên cất giữ trong một loại hộp khác để đảm bảo chất lượng và tránh dùng nhầm.,Sử dụng ở phụ nữ có thai:,Ở nước ngoài, có một vài báo cáo về tính sinh quái thai ở người, bị nghi ngờ do người mẹ dùng thường xuyên Vitamin A liều cao (hơn 10.000 đơn vị quốc tế mỗi ngày) trong hoặc trước 3 tháng đầu của thai kỳ. Do vậy khi dùng ở phụ nữ có thai hoặc có khả năng có thai phải thận trọng về liều lượng và cách dùng.,Dùng vitamin trong chế phẩm này cũng phải được hạn chế 5000 đơn vị quốc tế mỗi ngày.,Giữ thuốc trong hộp kín, tránh ánh sáng.,3 năm kể từ ngày sản xuất.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","HOMTAMIN GINSENG","HOMTAMIN GINSENG",,20000.0000,"Use config","Use config","HOMTAMIN GINSENG",,,"Product Info Column",,105000.0000,0,"Thuốc bổ Homtamin Ginseng bổ sung sinh tố và muối khoáng trong những trường hợp sau: thể chất yếu, chán ăn, loạn dưỡng, gầy mòn, mệt mỏi, stress, phụ nữ có thai, bà mẹ cho con bú, trẻ đang tuổi lớn.,
",,,,,,1,0,,,"2016-04-24 16:34:03",homtamin-ginseng,homtamin-ginseng.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,84000.0000,,,,,
"GREENS 8000 DÂU/KIWI",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"1 muỗng (10g) , cung cấp hơn 8000 đơn vị ORAC (Oxygen Radical Absorbence Capacity) - khả năng hấp thu các gốc tự do cao, tương đương với khả năng chống oxy hóa của hơn 20 khẩu phần ( # 2kg) rau, củ, quả và thực vật biển., với hương vị Dâu & Kiwi thơm ngon, cung cấp chất dinh dưỡng thích hợp sẽ giúp bạn duy trì sức khoẻ và chống lão hóa, Lúa mạch Barley; rong Chlorella; tảo Spirulina; cỏ Linh Lăng; đậu Medicago Sativa; chất khoáng; Cà rốt; Súp-lơ xanh; Súp-lơ trắng; rau Bina; Ngò; chất chống oxy hóa SDG(Secoisolariciresinol Diglucoside), chất chống oxy hóa Lignans; chất xơ Beta-glucan của Lúa mạch; Pectin của Táo; mạch nha từ Lúa mạch; bột Nho đen Concord; chất Acelora của quả Anh đào; cây Hoa sữa; củ Cải đỏ; Lô hội; Lựu; Nghệ; rong biển Ðại tây dương; chất chiết xuất Trà xanh; chất Flavonoid Quercetin; hoạt chất chống lão hóa Trans Resveratrol; chất chiết xuất của bột men Nho; chất chiết xuất từ hạt Nho; Dâu đen ; men tiêu hóa; men vi sinh Probiotics; Lecithin., nơi thoáng mát, tránh nắng trực tiếp vào sản phẩm., – chống lão hoá - trong 1 muỗng (10gr) Greens8000:,- Delicious Greens8000 Hương Dâu/ Kiwi = 8440 ORAC",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","GREENS 8000 DÂU/KIWI","GREENS 8000 DÂU/KIWI",,20000.0000,"Use config","Use config","GREENS 8000 DÂU/KIWI",,,"Product Info Column",,240000.0000,0,"Delicious Greens8000 Strawberry/Kiwi với hương vị Dâu & Kiwi thơm ngon, cung cấp chất dinh dưỡng thích hợp sẽ giúp bạn duy trì sức khoẻ và chống lão hóa",,,,,,1,0,,,"2016-04-24 16:34:03",greens-8000-dau-kiwi,greens-8000-dau-kiwi.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,192000.0000,,,,,
"Amway Nutrilite Protein (450g/ hộp)",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"Sản phẩm Amway Nutrilite protein giúp cung cấp protein từ thực vật: 80,61% từ đậu nành, 10% từ lúa mì và 7,5% từ đậu Hà Lan. Mỗi khẩu phần 10g chứa 8g protein giúp bổ sung đạm thực vật cho người có mỡ trong máu cao và người có chế độ ăn ít đạm. Sản phẩm có ít chất béo bão hòa và không có cholesterol, sử dụng mỗi ngày sẽ giúp giảm nguy cơ mắc bệnh tim mạch.",,,,0,,,Amway,,"Thuốc ngừa thai NicPostinew ","Amway Nutrilite Protein (450g/ hộp)","Amway Nutrilite Protein (450g/ hộp)",,20000.0000,"Use config","Use config","Amway Nutrilite Protein (450g/ hộp)",,,"Product Info Column",,820000.0000,0,"Sản phẩm Amway Nutrilite protein giúp cung cấp protein từ thực vật: 80,61% từ đậu nành, 10% từ lúa mì và 7,5% từ đậu Hà Lan. Mỗi khẩu phần 10g chứa 8g protein giúp bổ sung đạm thực vật cho người có mỡ trong máu cao và người có chế độ ăn ít đạm. Sản phẩm có ít chất béo bão hòa và không có cholesterol, sử dụng mỗi ngày sẽ giúp giảm nguy cơ mắc bệnh tim mạch.",,,,,,1,0,,,"2016-04-24 16:34:03",amway-nutrilite-protein-450g-h-p,amway-nutrilite-protein-450g-h-p.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,656000.0000,,,,,
"PM PROCARE",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"Dầu cá tự nhiên (Cá ngừ)(Tương đương với Docosahexaenoic acid – DHA 130mg)(Tương đương với Eicosapentaenoic acid – EPA 30mg)(Tương đương với omega-3) 500mg,Pyridoxone Hydrochloride (Vit B6) 5mg,Sắt Fumarate (Tương đương với iron 5mg) 15.2mg,Calcium Hydrogen Phosphate(Tương đương với canxi 46mg) 200mg,Calcium Pantothenate (Tương đương với Pantothenic acid 4.4mg) 5mg,Cholecalciferol (Vit D3) 100IU,Thiamine nitrate (Vit B1 5mg,Riboflavine (Vit B2) 5mg,Nicotinamide 5mg,Axit folic 400mcg,Potassium iodide (Tương đương iốt 75mcg) 98mcg,Betacarotene 1mg,d-alpha tocopherol (Tương đương với Vitamin E 10IU) 6.7mg,Cyanocobalamin (Vit B12) 10mcg,Ascorbic Acid (Vit C) 50mg,Magnesium oxide-heavy(Tương đương với Magiê 28.5mg) 47.2mg,Zinc sulfate monohydrate (Tương đương với Kẽm 8mg) 22.98mg,- Bệnh nhân dị ứng với bất kỳ thành phần nào của thuốc.,- Bệnh nhân có biểu hiện suy giảm chức năng gan hoặc bệnh về gan.,Uống 1 viên mỗi ngày , Lọ 30 viên nang mềm, Viên nang",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","PM PROCARE","PM PROCARE",,20000.0000,"Use config","Use config","PM PROCARE",,,"Product Info Column",,250000.0000,0,"PMProcare là một công thức được bào chế đặc biệt dành riêng cho giai đoạn trước,trong và sau khi mang thai nhằm giúp phụ nữ đáp ứng được nhu cầu dinh dưỡng tăng lên của cơ thể. PMProcare cung cấp các dưỡng chất quan trọng, cần thiết cho sự phát triển của thai nhi.,
",,,,,,1,0,,,"2016-04-24 16:34:03",pm-procare,pm-procare.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,200000.0000,,,,,
"Nước súc miệng BETADINE 1% 125 ML",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,," điều trị viêm miệng , Povidone-Iodine 1%, Chai 125ml,Điều trị viêm miệng, viêm lợi, loét aptơ, viêm họng, viêm amyđan, nhiễm nấm Candida, nhiễm lạnh, cúm. Dự phòng trong/sau phẫu thuật (như sau cắt amyđan, sau phẫu thuật nha khoa). Dùng thường kỳ để vệ sinh răng miệng. ,Dự phòng: Súc miệng-họng trong ít nhất 30 giây, lặp lại 4 lần/ngày nếu cần. ,Khi có tổn thương: Súc miệng-họng trong 2 phút, 4 lần/ngày (đặc biệt sau khi ăn). Thời gian sử dụng thông thường (trừ khi có chỉ định khác của bác sỹ) khoảng 14 ngày. , Sử dụng 20-30 mL dung dịch không pha loãng, hoặc pha loãng đến 2 phần nước. ,Khi được biết có mẫn cảm với iod, povidone hay bất kỳ tá dược nào. Tăng năng tuyến giáp, các bệnh lý rõ ràng khác của tuyến giáp, trước/sau trị liệu iod phóng xạ. Trong vòng 4 tuần trước khi làm nhấp nháy đồ iod phóng xạ hoặc điều trị iod phóng xạ ung thư biểu mô tuyến giáp. Điều trị đồng thời lithium. Trẻ em < 6 tuổi. ,Bệnh nhân bị bướu giáp, bướu giáp nhân, hoặc các bệnh tuyến giáp khác (đặc biệt người cao tuổi). Khi dùng thường xuyên cho vùng da bị tổn thương ở bệnh nhân suy thận từ trước. Nếu gặp kích ứng tại chỗ hoặc mẫn cảm: Ngừng sử dụng. Thời kỳ mang thai/cho con bú: Chỉ dùng khi được chỉ định chặt chẽ của bác sỹ và nên dùng với liều tối thiểu. ,Sau khi hấp thu lượng lớn povidone-iod: Mất cân bằng điện giải gia tăng & nồng độ osmol trong máu bất thường, suy thận cấp & nhiễm acid chuyển hóa.,Protein, các hợp chất hữu cơ chưa bão hòa khác. Sản phẩm chứa enzyme, hydrogen peroxide, bạc, taurolidine, thủy ngân. Ảnh hưởng thử nghiệm chức năng tuyến giáp và kế hoạch điều trị tuyến giáp với iod. Thử nghiệm tìm vết máu trong phân/nước tiểu: (+) giả.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","Nước súc miệng BETADINE 1% 125 ML","Nước súc miệng BETADINE 1% 125 ML",,20000.0000,"Use config","Use config","Nước súc miệng BETADINE 1% 125 ML",,,"Product Info Column",,65000.0000,0,"Thuốc súc miệng BETADINE Gargle & Mouthwash 1% điều trị viêm miệng, viêm lợi, loét aptơ, viêm họng, viêm amyđan, nhiễm nấm Candida, nhiễm lạnh, cúm",,,,,,1,0,,,"2016-04-24 16:34:03",nu-c-suc-mi-ng-betadine-1-125-ml,nu-c-suc-mi-ng-betadine-1-125-ml.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,52000.0000,,,,,
"Folic Nutrilite",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,," Bổ sung sắt hữu cơ và axit folic, giúp phòng ngừa thiếu máu do thiếu sắt, giúp giảm nguy cơ bị khuyết tật ống thần kinh ở trẻ sơ sinh., ,- Phụ nữ trưởng thành có ý định sinh con: 2 viên/ngày,- Phụ nữ mang thai cho đến sau khi sinh 1 tháng: 2-3 viên/ngày,- Người bị thiếu máu do thiếu sắt: 3 viên/ngày",,,,0,,,Amway,,"Thuốc ngừa thai NicPostinew ","Folic Nutrilite","Folic Nutrilite",,20000.0000,"Use config","Use config","Folic Nutrilite",,,"Product Info Column",,350000.0000,0,"Bổ sung sắt hữu cơ và axit folic, giúp phòng ngừa thiếu máu do thiếu sắt, giúp giảm nguy cơ bị khuyết tật ống thần kinh ở trẻ sơ sinh.",,,,,,1,0,,,"2016-04-24 16:34:03",folic-nutrilite,folic-nutrilite.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,280000.0000,,,,,
"ELUDRIL 90ML",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"Sản phẩm của PIERRE FABRE điều trị chống nhiễm khuẩn miệng, chăm sóc vòm miệng sau phẫu thuật răng miệng.,Thành phần: Mỗi 100 mL: Chlorhexidine digluconate 20% 0.5 mL, chlorobutanol hemihydrate 0.5 g.,Đóng gói: chai 90ml/hộp,Chỉ định: Dùng súc miệng, điều trị chống nhiễm khuẩn miệng (viêm nướu, viêm nha chu, nấm miệng) & chăm sóc vòm miệng sau phẫu thuật răng miệng.,Liều dùng: ,Dùng cho người lớn & trẻ > 6t. Đổ thuốc vào cốc 10 mL, 15 mL, hay 20 mL, sau đó cho nước ấm vào tới vạch mức trên cùng, súc miệng đến hết cốc. Súc 2-3 lần/ngày. Không được nuốt.,Chống chỉ định: Quá mẫn với thành phần thuốc.,Thận trọng: Nếu các triệu chứng không giảm sau 5 ngày và/hoặc người bệnh đồng thời bị sốt, cần xác định lại trị liệu. Tránh để tiếp xúc mắt.,Tương tác thuốc: Không nên sử dụng cùng lúc nhiều loại thuốc có chất sát trùng.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","ELUDRIL 90ML","ELUDRIL 90ML",,20000.0000,"Use config","Use config","ELUDRIL 90ML",,,"Product Info Column",,90000.0000,0,"Nước súc miệng ELUDRIL 90ML điều trị chống nhiễm khuẩn miệng (viêm nướu, viêm nha chu, nấm miệng) & chăm sóc vòm miệng sau phẫu thuật răng miệng.",,,,,,1,0,,,"2016-04-24 16:34:03",eludril-90ml,eludril-90ml.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,72000.0000,,,,,
CYSKIN,,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"CYSKIN điều trị một số bệnh lý của da và tóc như viêm da, tàn nhang, sạm da do ánh nắng mặt trời, mụn, rụng tóc.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ",CYSKIN,CYSKIN,,20000.0000,"Use config","Use config",CYSKIN,,,"Product Info Column",,160000.0000,0,"CYSKIN điều trị một số bệnh lý của da và tóc như viêm da, tàn nhang, sạm da do ánh nắng mặt trời, mụn, rụng tóc.",,,,,,1,0,,,"2016-04-24 16:34:03",cyskin,cyskin.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,128000.0000,,,,,
BLOOMING,,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"Blooming,Liều lượng:,Người lớn: Liều thông thường 2-4 viên/ngày trong 30 ngày. Nếu tiến triển tốt nên dùng liên tục trong 1-2 tháng hoặc 10-20 ngày mỗi tháng.,Trong nhãn khoa: Liều tấn công 4-6 viên/ngày, dùng trong 10 ngày. Duy trì 2-4 viên/ngày,Các trường hợp khác: 1-2 viên/ngày hoặc theo chỉ dẫn của bác sỹ,Chống chỉ định:,Với một số trường hợp đặc biệt, bạn cần thận trọng bằng cách tham khảo ý kiến của bác sĩ trước khi sử dụng. Bạn cũng cần lưu ý tránh mua nhầm hàng rởm hoặc hàng nhái của Blooming. Khi sử dụng sản phẩm, bạn cũng nên kiên trì vì để đạt được hiệu quả mong muốn phải cần một khoảng thời gian nhất định.,Bệnh nhân suy gan, suy thận nặng., ,Thận trọng :,Bệnh nhân có Cystein niệu, ,Tương tác thuốc/Tác dụng phụ:,Thường nhẹ và hiếm gặp: buồn nôn, rối loạn tiêu ho,Giá tốt và giao hàng và thanh toán tại nhà",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ",BLOOMING,BLOOMING,,20000.0000,"Use config","Use config",BLOOMING,,,"Product Info Column",,235000.0000,0,"Blooming,Liều lượng:,Người lớn: Liều thông thường 2-4 viên/ngày trong 30 ngày. Nếu tiến triển tốt nên dùng liên tục trong 1-2 tháng hoặc 10-20 ngày mỗi tháng.,Trong nhãn khoa: Liều tấn công 4-6 viên/ngày, dùng trong 10 ngày. Duy trì 2-4 viên/ngày,Các trường hợp khác: 1-2 viên/ngày hoặc theo chỉ dẫn của bác sỹ,Chống chỉ định:,Với một số trường hợp đặc biệt, bạn cần thận trọng bằng cách tham khảo ý kiến của bác sĩ trước khi sử dụng. Bạn cũng cần lưu ý tránh mua nhầm hàng rởm hoặc hàng nhái của Blooming. Khi sử dụng sản phẩm, bạn cũng nên kiên trì vì để đạt được hiệu quả mong muốn phải cần một khoảng thời gian nhất định.,Bệnh nhân suy gan, suy thận nặng., ,Thận trọng :,Bệnh nhân có Cystein niệu, ,Tương tác thuốc/Tác dụng phụ:,Thường nhẹ và hiếm gặp: buồn nôn, rối loạn tiêu ho,Giá tốt và giao hàng và thanh toán tại nhà",,,,,,1,0,,,"2016-04-24 16:34:03",blooming,blooming.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,188000.0000,,,,,
"Vitrum Beauty",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:03",,,,,"Đây là thực phẩm chức năng cung cấp các dưỡng chất tốt làm đẹp da và tóc của hãng Unipharm, sản xuất tại Mỹ.,Thành phần:,Calcium, Choline, Magnesium, Vitamin C, Manganese, Lemon Bioflavonid Complex, Inositol chiết xuất từ cây mộc tặc, Iron, Pantothenic Acid, Vitamin E, Biotin, Para Aminobenzonic Acid, Betaine, Niacinamide, Boron, Rutin, Vitamin B6, Zinic, Vitamin A, L-Cysteine, Selenium, Le-Methionine, Papain, Vitamin B1, Vitamin B2, Vitamin D3, Vitamin B12, Folic Acid, Lodine, Phosphorus, Horsetail Extract.,Dược tá: Stearate Acid, Mcrocrystalline cellulose, Magnesium Stearate, Precipitated Silica, Sodium Croscarmellose, Vanillin.,Thành phần phụ: Hydroxypropyl Methylcellulose, Tiyanium Dioxide, Carmine, Triacetin, FD&C Blue, Vanillin.,Thông tin sản phẩm:,Cung cấp bổ sung vào thành phần còn thiếu của bữa ăn thông thường. Các Vitamin và khoáng chất này cần thiết để duy trì và thực hiện các chức năng cơ thể, giúp cơ thể có làn da và mái tóc đẹp.,Chỉ định,Công thức xây dựng chủ yếu nhằm bổ sung Vitamin, khoáng chất và amono acid cho việc phụ nữ khỏe mạnh và làm đẹp. ,Hướng dẫn sử dụng,Mỗi ngày uống một viên để bổ sung dưỡng chất cho người lớn, sử dụng tốt nhất ngay sau bữa ăn.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","Vitrum Beauty","Vitrum Beauty",,20000.0000,"Use config","Use config","Vitrum Beauty",,,"Product Info Column",,380000.0000,0,"Vitrum Beauty là thực phẩm chức năng xây dựng để cung cấp các dưỡng chất tốt làm đẹp da và tóc của hãng Unipharm, sản xuất tại Mỹ.",,,,,,1,0,,,"2016-04-24 16:34:03",vitrum-beauty,vitrum-beauty.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,304000.0000,,,,,
