sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viamax-volumizer,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,"60 viên/lọ,Là sự kết hợp hoàn hảo và cân bằng giữa các Vitamin, khoáng chất và dược liệu quý đặc biệt được lựa chon giúp làm giải phóng testosterone tự nhiên của cơ thể, tăng số lượng và chất lượng tinh trùng, từ đó làm tăng khả năng sinh sản của Nam giới, hiếm muộn,L-Arginine HCL 150 mg: Nghiên cứu cho thấy tinh trùng và thể tích tinh dịch tăng gấp đôi, cải thiện khả năng sinh sản và sức khỏe tinh trùng (ngay cả trong số những người đàn ông có số lượng tinh trùng thấp hoặc khả năng di chuyển của tinh trùng kém),L-lysine 100 mg: Các nhà nghiên cứu thấy rằng các axit amin này cộng với kẽm giúp tăng số tinh trùng được sản xuất, kích thích sản xuất testosterone, và cải thiện chất lượng tinh dịch. ,Epimedium Sagittatum 100 mg: Đôi khi được gọi là ” cỏ sừng dê”, dược phẩm này làm tăng ham muốn tình dục cũng như lượng testosterone cần thiết cho quá trình sản xuất tinh trùng.,ZINC OXIDE 50 mg: Các nghiên cứu đã cho thấy nó giúp tăng số lượng tinh trùng và khả năng di chuyển của tinh trùng từ 80% đến 200% bằng cách trợ giúp tổng hợp testosterone.,L-Carnitine: Loại acid amin này được tìm thấy nhiều trong tinh trùng khỏe mạnh. Đã được chứng minh làm tăng đáng kể tỷ lệ phần trăm của tinh trùng có khả năng vận động cao. ,Selenium: Vỏ cây CATUABA là một loại thảo dược của Brazil làm tăng cường ham muốn tình dục, và cung cấp chất dinh dưỡng cho toàn bộ hệ thống sinh sản nam. Hạt bí ngô CATUABA : Hỗ trợ việc sản xuất hormone tuyến tiền liệt., ,Ngày uống 2 viên sau bữa ăn sáng",,,,0,/viamax-volumizer.jpg,VIAMAX VOLUMIZER,N/A,,VIAMAX VOLUMIZER,VIAMAX VOLUMIZER,VIAMAX VOLUMIZER,,1500000,Use config,Use config,VIAMAX VOLUMIZER,,,Product Info Column,,1500000,0,"Thuốc Viamax Volumizer cho đàn ông hiếm muộn là sự kết hợp hoàn hảo và cân bằng giữa các Vitamin, khoáng chất và dược liệu quý đặc biệt được lựa chon giúp làm giải phóng testosterone tự nhiên của cơ thể",/viamax-volumizer.jpg,VIAMAX VOLUMIZER,,,,1,0,/viamax-volumizer.jpg,VIAMAX VOLUMIZER,4/24/2016 16:34:03,viamax-volumizer,viamax-volumizer.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,1200000,88,/viamax-volumizer.jpg,VIAMAX VOLUMIZER,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rocket-10,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,"Hộp 10 gói x 5 gam,Tuấn bổ thận dương, chuyên dùng cho nam giới trong các trường hợp:,Không dùng cho phụ nữ và trẻ em dưới 18 tuổi,Ghi trên bao bì,Nơi khô mát, nhiệt độ dưới 30oC, tránh ánh sáng trực tiếp",,,,0,/rocket-1h-hop-10-goi-2.jpg,ROCKET 10,N/A,,ROCKET 10,ROCKET 10,ROCKET 10,,110000,Use config,Use config,ROCKET 10,,,Product Info Column,,110000,0,"Hộp 10 gói x 5 gam,Tuấn bổ thận dương, chuyên dùng cho nam giới trong các trường hợp:,Không dùng cho phụ nữ và trẻ em dưới 18 tuổi,Ghi trên bao bì,Nơi khô mát, nhiệt độ dưới 30oC, tránh ánh sáng trực tiếp",/rocket-1h-hop-10-goi-2.jpg,ROCKET 10,,,,1,0,/rocket-1h-hop-10-goi-2.jpg,ROCKET 10,4/24/2016 16:34:03,rocket-10,rocket-10.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,88000,88,/rocket-1h-hop-10-goi-2.jpg,ROCKET 10,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rocket-30,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,"Hộp 30 gói x 5 gam ,Tuấn bổ thận dương, chuyên dùng cho nam giới trong các trường hợp:,Không dùng cho phụ nữ và trẻ em dưới 18 tuổi,Ghi trên bao bì,Nơi khô mát, nhiệt độ dưới 30oC, tránh ánh sáng trực tiếp",,,,0,/rocket2.jpg,ROCKET 30,N/A,,ROCKET 30,ROCKET 30,ROCKET 30,,290000,Use config,Use config,ROCKET 30,,,Product Info Column,,290000,0,"Hộp 30 gói x 5 gam ,Tuấn bổ thận dương, chuyên dùng cho nam giới trong các trường hợp:,Không dùng cho phụ nữ và trẻ em dưới 18 tuổi,Ghi trên bao bì,Nơi khô mát, nhiệt độ dưới 30oC, tránh ánh sáng trực tiếp",/rocket2.jpg,ROCKET 30,,,,1,0,/rocket2.jpg,ROCKET 30,4/24/2016 16:34:03,rocket-30,rocket-30.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,232000,88,/rocket2.jpg,ROCKET 30,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosense-for-men,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,," trị rối loạn chức năng tình dục, hỗ trợ các chức năng sinh lý nam giới như sức khỏe sinh sản, bảo vệ xương, giảm stress, tăng sức khỏe chung.,Chiết xuất khô tương đương:,Ginkgo Biloba Leaf 2.000mg,Epimedium Sagittatum,(Horny Goat Weed) Leaf 1000mg,Cộng với:,Calcium Hydrogen Phosphate,Equiv. Calcium 450mg,103.5mg,Folic Acid (Vit B9) 90mcg,Cyanocobalamin (Vit B12) 5mcg,Tyrosine 250mg,- , giúp cải thiện sức khỏe tình dục, tăng ham muốn, giảm stress và hỗ trợ các chức năng sinh lý của nam giới nhờ vào sự kết hợp giữa Horny Goat Weed (Dâm dương hoắc -giúp cải thiện sự cương cứng và đánh thức tình dục), cùng Ginkgo biloba (giúp tăng cường lưu lượng máu khu vực, cải thiện vi tuần hoàn mang lại hiệu quả duy trì sự cương cứng và cải thiện đáp ứng tình dục); Kết hợp với Vitamin B9, Vitamin B12, Canxi giúp cải thiện cân bằng năng lượng, tăng sản xuất hồng cầu, sức khỏe xương và duy trì sức khỏe chung. Tyrosine là tiền tố của một số chất dẫn truyền giúp hạn chế biểu hiện mỏi cơ, giảm suy sụp tâm trạng và giảm stress.,- Sự kết hợp này mang lại hiệu quả giảm căng thẳng, duy trì sinh lực và cải thiện sức khỏe chung (Bổ sung năng lượng, giúp tăng cường sức khỏe nhất là sức khỏe sinh sản cho nam giới.),Nam giới bị suy giảm ham muốn và chức năng tình dục. Nam giới bị stress. Nam giới muốn có con. Nam giới cần bồi bổ sức khỏe xương cốt.,Chỉ dùng cho người lớn: 1-2 viên x 2 lần/ngày, vào buổi sáng sau khi ngủ dậy và 30 phút trước khi đi ngủ. Trong những ngày đầu có thể dùng tối đa 4 viên/ ngày để nhanh chóng đạt được hiệu quả cao nhất, hoặc theo hướng dẫn của bác sĩ.,Không dùng sản phẩm quá hạn sử dụng. Đọc kỹ hướng dẫn trước khi sử dụng. Nếu tình hình không cải thiện sau khi dùng sản phẩm, nên tham khảo thêm ý kiến bác sĩ. Vitamin chỉ trợ giúp nếu chế độ ăn thiếu Vitamin., Viên nén hình con nhộng.,: 60 viên/lọ, Bảo quản dưới 25 độ C ở nơi khô ráo, tránh ánh sáng và nhiệt độ cao.Tránh ẩm., 36 tháng.",,,,0,/prosenseformen_m.jpg,PROSENSE FOR MEN,N/A,,PROSENSE FOR MEN,PROSENSE FOR MEN,PROSENSE FOR MEN,,680000,Use config,Use config,PROSENSE FOR MEN,,,Product Info Column,,680000,0,"Prosense for Men trị rối loạn chức năng tình dục, hỗ trợ các chức năng sinh lý nam giới như sức khỏe sinh sản, bảo vệ xương, giảm stress, tăng sức khỏe chung.",/prosenseformen_m.jpg,PROSENSE FOR MEN,,,,1,0,/prosenseformen_m.jpg,PROSENSE FOR MEN,4/24/2016 16:34:03,prosense-for-men,prosense-for-men.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,544000,88,/prosenseformen_m.jpg,PROSENSE FOR MEN,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rova-diana-30,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,Rova Diana 30,,,,0,/rovadiana-400x400.jpg,Rova Diana 30,N/A,,Rova Diana 30,Rova Diana 30,Rova Diana 30,,180000,Use config,Use config,Rova Diana 30,,,Product Info Column,,180000,0,Rova Diana 30,/rovadiana-400x400.jpg,Rova Diana 30,,,,1,0,/rovadiana-400x400.jpg,Rova Diana 30,4/24/2016 16:34:03,rova-diana-30,rova-diana-30.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,144000,88,/rovadiana-400x400.jpg,Rova Diana 30,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sam-alipas,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,"Sâm ALIPAS giúp cơ thể sản sinh nội tiết tố nam testosterone một cách tự nhiên giúp: làm chậm quá trình mãn dục ở nam giới ≥ 40 tuổi, tăng cường sức khỏe sinh lý, cải thiện lãnh cảm tình dục nam giới, hỗ trợ điều trị rối loạn cương dương, xuất tinh sớm.",,,,0,/sam-alipas.jpg,SÂM ALIPAS,N/A,,SÂM ALIPAS,SÂM ALIPAS,SÂM ALIPAS,,650000,Use config,Use config,SÂM ALIPAS,,,Product Info Column,,650000,0,"Sâm ALIPAS giúp cơ thể sản sinh nội tiết tố nam testosterone một cách tự nhiên giúp: làm chậm quá trình mãn dục ở nam giới ≥ 40 tuổi, tăng cường sức khỏe sinh lý, cải thiện lãnh cảm tình dục nam giới, hỗ trợ điều trị rối loạn cương dương, xuất tinh sớm.",/sam-alipas.jpg,SÂM ALIPAS,,,,1,0,/sam-alipas.jpg,SÂM ALIPAS,4/24/2016 16:34:03,sam-alipas,sam-alipas.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,520000,88,/sam-alipas.jpg,SÂM ALIPAS,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phụ-lac-cao,,Thuoc,simple,Thực phẩm chức năng,Default Category,thuewebs,,,,4/24/2016 16:34:03,,,,,"100% chị em gặp khó chịu ít nhiều trong những ngày hành kinh mà điển hình là tình trạng đau bụng kinh. Đặc điểm đau bụng kinh là: đau bụng vùng thấp dưới rốn, diễn ra trong ngày trước, và ngày đầu khi bị hành kinh. Đau có thể lan ra cột sống, lan xuống hai đùi. Trong khi đó, lạc nội mạc tử cung là một trong những nguyên nhân dẫn đến vô sinh. Theo một thống kê tại Việt Nam, tỷ lệ 40% trường hợp phụ nữ vô sinh có nguyên nhân do lạc nội mạc tử cung.,Kết quả nghiên cứu trên 60 bệnh nhân cho thấy: 90% bệnh nhân giảm đau bụng kinh, 51,7% bệnh nhân hết đau bụng kinh, 80% được duy trì sau khi ngừng điều trị 2 tháng. Số ngày đau bụng kinh giảm, màu sắc và chất lượng kinh nguyệt cải thiện. Hầu như không có tác dụng không mong muốn: 9,9 % bệnh nhân nóng bụng, rối loạn tiêu hóa nhưng chỉ gặp ở lần đầu tiên sử dụng thuốc.,Tác dụng của Phụ lạc cao trong điều trị lạc nội mạc tử cung,Kết quả nghiên cứu của Phụ lạc cao tại Bệnh viện phụ sản trung ương cho thấy: sau 3 chu kỳ dùng thuốc, không có bệnh nhân nào tái phát sau phẫu thuật; 93,3% bệnh nhân giảm đau bụng do lạc nội mạc tử cung rõ rệt, các chỉ số xét nghiệm sinh hóa của bệnh nhân không bị ảnh hưởng., có thành phần 100% từ thiên nhiên, được chiết xuất từ bài thuốc y học cổ truyền rất nổi tiếng của dân tộc Di - vùng Vân Nam - Trung Quốc. Đây là sản phẩm rất hiệu quả trong điều trị Đau bụng kinh và chứng Lạc nội mạc tử cung thể nhẹ và vừa.,Mỗi 150g cao chứa :,Nga truật 37,5g, đan sâm 67,5g, sài hồ 37,5g, xích thược 37,5g, đương quy 37,5g, tam lăng 26,25g, tam thất 22,5g, hương phụ 22,5g, diên hồ sách 26,25g, cam thảo 15g.,Đan sâm (Salvia miltiorrhiza): có vị đắng, tính hơi hàn, có tác dụng trục huyết ứ, rút mủ, giúp lên da non, làm thuốc thông kinh, cường tráng.,Đương quy (Radix Angelicae Sinensis) : có vị cay, hơi ngọt, thơm, tính ấm. Đương quy có tác dụng bổ huyết, hoạt huyết, điều kinh, giảm đau, nhuận tràng.,Diên hồ sách (Corydalis ambigua): có vị cay, tính ôn, có tác dụng lợi khí, chỉ thống, thông huyết, dùng để chữa kinh nguyệt không đều, đau khắp chân tay mình mẩy, đau lưng, đau bụng.,Sài hồ (Radix bupleuri): thường gọi là Bắc sài hồ, có vị đắng, tính bình, dùng để trị ngoại cảm, kinh nguyệt không đều, lợi tiểu tiện.,Nga truật (Curcuma zedoaria): có vị cây, đắng, tính ôn, trị các chứng ứ huyết, đau bụng kinh, mất kinh, có khối u ở bụng, đầy bụng, khó tiêu.,Tam thất (Radix Notoginseng): vị đắng, hơi ngọt, tính ấm; trị thổ huyết, băng huyết, thổ ra máu, ứ huyết do tổn thương, xuất huyết nội tạng hoặc xuất huyết ngoài.,Xích thược (Paeonia liacliflora): vị chua, đắng, tính hơi hàn; trị bế kinh, đau bụng kinh, thổ huyết, chảy máu cam.,Tam lăng (Rhizoma Sparganii): vị đắng, tính bình, trị khí huyết ứ trệ với biểu hiện là đau bịnh kinh, bế kinh, đau bụng hoặc đầy bụng thượng vị.,Hương phụ (Cyperus rotundus): vị cay, hơi đắng, tính hàn; chủ trị thông kinh nguyệt không đều, chữa các chứng trong thai sản, trừ đờm, tiêu thực, giảm đau., Cao màu nâu đen, vị ngọt đắng.,Femendoneal Phụ Lạc Cao rất có hiệu quả trong điều trị chứng đau bụng kinh, nó cũng có tác dụng tốt đối với bệnh nhân đau bụng kinh do lạc nội lạc tử cung, phòng và điều trị viêm, xuất huyết, phù nề khoang bụng do bẩm sinh hoặc do phẫu thuật khoang tử cung.,Femendoneal Phụ Lạc Cao có hiệu quả trong điều trị các chứng ứ huyết của phụ nữ dẫn đến kinh nguyệt không đều, kinh nguyệt quá nhiều hoặc quá ít, đau bụng kinh, đau vùng bụng dưới hoặc thắt lưng trong khi hành kinh, đau khi giao hợp, mệt mỏi trong kỳ kinh.,Mỗi lần 10-15g (2-3 thìa con), mỗi ngày 2 lần, bắt đầu uống từ 10-15 ngày trước khi thấy kinh. Một đợt điều trị từ 10-15 ngày, khi có kinh có thể vẫn uống thuốc. Với bệnh nhân có triệu chứng nhẹ, có thể dùng từ 2-4 đợt điều trị. Với bệnh nhân nặng, có thể dùng và thời gian dùng có thể giảm hoặc theo chỉ dẫn của thầy thuốc.,Dùng thuốc trộn thêm vừa đủ một lượng mật ong sẽ có vị dễ uống hơn.,Không dùng cho phụ nữ có thai và bệnh nhân mẫn cảm với bất cứ thành phần nào của thuốc., Bệnh nhân uống sau bữa ăn., Đậy kín, để nơi thoáng mát., 24 tháng kể từ ngày sản xuất., Hộp 1 lọ 150g",,,,0,/.jpg,PHỤ LẠC CAO,N/A,,PHỤ LẠC CAO,PHỤ LẠC CAO,PHỤ LẠC CAO,,300000,Use config,Use config,PHỤ LẠC CAO,,,Product Info Column,,300000,0,"Phụ Lạc Cao giúp điều trị hiệu quả chứng đau bụng kinh. Hiệu quả trong điều trị các chứng ứ huyết của phụ nữ dẫn đến kinh nguyệt không đều, đau bụng khi hành kinh. Hiệu quả trong điều trị chứng lạc nội mạc tử cung thể nhẹ và vừa. Phòng ngừa tái phát đối với chứng lạc nội mạc tử cung nặng đã qua phẫu thuật.,
",/.jpg,PHỤ LẠC CAO,,,,1,0,/.jpg,PHỤ LẠC CAO,4/24/2016 16:34:03,phụ-lac-cao,phụ-lac-cao.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,240000,88,/.jpg,PHỤ LẠC CAO,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
op.calife,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,OP.CALIFE,,,,0,/OPCalife.jpg,OP.CALIFE,N/A,,OP.CALIFE,OP.CALIFE,OP.CALIFE,,75000,Use config,Use config,OP.CALIFE,,,Product Info Column,,75000,0,OP.CALIFE,/OPCalife.jpg,OP.CALIFE,,,,1,0,/OPCalife.jpg,OP.CALIFE,4/24/2016 16:34:03,op.calife,op.calife.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,60000,88,/OPCalife.jpg,OP.CALIFE,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swanson-dong-quai,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,"Vì một lý do nào đó như mắc các bệnh lý, sau sinh nở, do tuổi tác (sau tuổi 30), buồng trứng dần suy thoái dẫn đến lượng estrogen bị suy giảm gây ra những thay đổi trên cơ thể người phụ nữ. Những dấu hiệu của sự lão hóa, già nua bắt đầu xuất hiện: da khô, sần sùi, vết nám trên gò má, nếp nhăn xuất hiện ngày càng nhiều, tóc bạc sớm, mỡ tập trung nhiều ở vùng eo bụng, đùi, làm cơ thể sồ sề, ngực nhão, chảy sệ.,Bên cạnh đó sự suy giảm các hormone sinh dục – estrogen sẽ kéo theo các nguy cơ mắc các bệnh tật “đặc thù” của thời kỳ mãn kinh, như: suy giảm trí nhớ, loãng xương, đái tháo đường, thấp khớp, u xơ buồng trứng, ung thư vú, ung thư tử cung…,SWANSON DONG QUAI - Cải thiện sinh dục nữ có thể cung cấp các nội tiết tố cần thiết để tránh sự mất estrogen ở phụ nữ, giúp phụ nữ mãn kinh tránh được những cơn bốc hỏa, rối loạn kinh nguyệt.,Dong Quai còn có tác dụng tăng cường năng lực của tim, phổi, gan, lá lách, tuyến thận và như một chất bổ cho máu, giảm đau, giãn nở các mạch máu, giảm huyết áp và kích thích cũng như thư giãn các cơ tử cung và viêm khớp.,+ Cân bằng nội tiết cho phụ nữ,+ Giúp giảm các triệu chứng hay xảy ra với phụ nữ tuổi mãn kinh như bốc hỏa, đau đầu.,Uống 1 viên/ lần, ngày 2 lần sau khi ăn. ,+ Phụ nữ có rối loạn nội tiết hoặc suy giảm nội tiết. ,+ Phụ nữ tuổi mãn kinh.,Không sử dụng Dong Quai cho phụ nữ mang thai hoặc cho con bú,Tránh tiếp xúc lâu với ánh nắng vì có thể làm da nhạy cảm, dễ bị cháy nắng hoặc phát ban.,Tương tác thuốc/Tác dụng phụ:,Không có tác dụng phụ,Sản phẩm không phải là thuốc, không có tác dụng thay thế thuốc chữa bệnh.",,,,0,/swanson-dong-quai-100-capsules-530-mg.jpg,SWANSON DONG QUAI,Swanson,,SWANSON DONG QUAI,SWANSON DONG QUAI,SWANSON DONG QUAI,,265000,Use config,Use config,SWANSON DONG QUAI,,,Product Info Column,,265000,0,"SWANSON DONG QUAI tác dụng tăng cường năng lực của tim, phổi, gan, lá lách, tuyến thận và như một chất bổ cho máu, giảm đau, giãn nở các mạch máu, giảm huyết áp và kích thích cũng như thư giãn các cơ tử cung và viêm khớp, cân bằng nội tiết cho phụ nữ, giúp giảm các triệu chứng hay xảy ra với phụ nữ tuổi mãn kinh như bốc hỏa, đau đầu.",/swanson-dong-quai-100-capsules-530-mg.jpg,SWANSON DONG QUAI,,,,1,0,/swanson-dong-quai-100-capsules-530-mg.jpg,SWANSON DONG QUAI,4/24/2016 16:34:03,swanson-dong-quai,swanson-dong-quai.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,212000,88,/swanson-dong-quai-100-capsules-530-mg.jpg,SWANSON DONG QUAI,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swanson-rhodiola-ashwagandha-ginseng-complex,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,"SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX giúp tăng cường sức khỏe, hỗ trợ làm giảm các triệu chứng thời kì tiền mãn kinh, giúp bổ trợ cân bằng nội tiết nữ,
",,,,0,/SWANSON-GINSENG-COMPLEX.jpg,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,Swanson,,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,,310000,Use config,Use config,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,,,Product Info Column,,310000,0,"SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX giúp tăng cường sức khỏe, hỗ trợ làm giảm các triệu chứng thời kì tiền mãn kinh, giúp bổ trợ cân bằng nội tiết nữ,
",/SWANSON-GINSENG-COMPLEX.jpg,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,,,,1,0,/SWANSON-GINSENG-COMPLEX.jpg,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,4/24/2016 16:34:03,swanson-rhodiola-ashwagandha-ginseng-complex,swanson-rhodiola-ashwagandha-ginseng-complex.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,248000,88,/SWANSON-GINSENG-COMPLEX.jpg,SWANSON RHODIOLA ASHWAGANDHA GINSENG COMPLEX,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kim-su,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:03,,,,,KIM SƯ,,,,0,/KIM-Su.jpg,KIM SƯ,N/A,,KIM SƯ,KIM SƯ,KIM SƯ,,175000,Use config,Use config,KIM SƯ,,,Product Info Column,,175000,0,KIM SƯ,/KIM-Su.jpg,KIM SƯ,,,,1,0,/KIM-Su.jpg,KIM SƯ,4/24/2016 16:34:03,kim-su,kim-su.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,140000,88,/KIM-Su.jpg,KIM SƯ,1,0
,,,,Thực phẩm chức năng/Chống lão hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
